## Lee~Giaver, 2005 (PMID 16121259)
## Homozygous deletion collection, growth (relative abundance in pooled culture)
ORF	cisplatin [500 uM], time [5 generations]	cisplatin [500 uM], time [overnight + 20 generations]	carboplatin [15 mM], time [5 generations]	oxaliplatin [4 mM], time [5 generations]	psoralen [0.5 uM], time [5 generations], radiation [unknown]	angelicin irradiated (angelicin [62.5 uM], time [5 generations], radiation [unknown])	mechlorethamine [62.5 uM], time [overnight + 5 generations]	mechlorethamine [62.5 uM], time [overnight + 20 generations]	mitomycin C [1 mM], time [5 generations]	streptozocin [2 mM], time [5 generations]	streptozocin [2 mM], time [overnight + 20 generations]	methyl methanesulfonate [0.002%], time [5 generations]	camptothecin [30 ug/ml], time [5 generations]	camptothecin [30 ug/ml], time [overnight + 20 generations]	2-dimethylaminoethyl chloride [240 mM], time [5 generations]	4-nitroquinoline N-oxide [0.0313 uM], time [5 generations]
YOR322C	-0.143	-0.117	-0.125	-1.926	-0.522	-0.484	0.287	-0.120	0.095	0.020	0.182	0.188	0.172	-0.172	-0.015	-0.643
YOR323C	-0.405	0.226	-0.299	-0.172	-0.296	-0.154	-0.137	-0.265	-0.042	-0.295	0.255	-0.389	-0.247	0.310	-0.683	-0.584
YOR324C	-0.394	0.342	-0.178	-0.226	-0.254	0.217	-0.067	0.180	-0.183	-0.159	0.108	-0.374	-0.287	0.019	-0.150	0.068
YOR325W	-0.169	0.663	-0.448	0.214	-0.041	0.184	0.370	0.555	-0.328	-0.318	0.456	-0.029	-0.102	0.334	-0.150	0.088
YOR327C	-0.068	-1.005	0.141	-0.147	-0.251	-0.398	-0.393	-0.860	0.044	-0.166	-0.905	0.018	-0.103	-0.842	0.784	-0.228
YOR328W	-0.104	0.569	-0.149	-0.604	-0.058	0.137	0.163	0.232	-0.628	0.043	0.045	-0.028	0.030	0.147	-0.062	-0.106
YOR330C	-0.604	0.309	-1.347	-0.600	-1.606	-1.626	0.285	0.867	-1.435	-1.390	0.243	-0.804	-0.490	0.345	-1.539	-0.434
YOR331C	-0.453	-0.000	-0.813	-0.313	-0.076	0.618	0.559	-0.000	-0.229	0.423	-0.000	0.736	0.521	-0.000	0.219	0.138
YOR332W	-0.344	0.538	-0.398	-0.048	0.375	0.180	0.572	0.291	0.070	0.616	-0.191	0.817	0.184	-0.550	0.539	0.082
YOR333C	0.123	0.778	0.013	0.274	0.093	-0.045	0.522	0.467	-0.330	0.361	-0.076	0.225	-0.076	-0.450	0.425	-0.041
YOR334W	-0.298	0.558	-0.210	-0.527	0.256	-0.068	0.335	0.536	-0.514	-0.037	-0.159	-0.278	-0.162	0.135	0.159	-0.046
YOR337W	-0.023	0.243	0.046	-0.109	0.150	-0.133	0.209	0.161	0.373	-0.038	0.057	-0.033	0.032	0.115	0.010	0.215
YOR338W	0.026	0.640	-0.014	-0.027	-0.160	-0.322	0.132	0.121	0.027	0.017	0.270	-0.114	0.062	0.243	0.036	0.183
YOR339C	-0.349	-0.873	-0.243	-0.064	-0.252	-0.068	0.266	-0.019	0.059	-0.045	0.139	0.143	-0.228	0.277	0.091	0.433
YOR342C	-0.356	-0.162	-0.497	-0.542	-0.029	-0.324	-0.193	0.213	-0.534	-0.262	-0.121	-0.068	-0.036	0.281	-0.358	0.213
YOR343C	-0.373	0.665	-0.205	-0.177	-0.148	0.024	-0.081	0.408	-0.092	0.057	0.199	-0.347	-0.215	0.167	0.144	-0.099
YOR344C	-0.153	0.344	-0.458	-0.202	0.169	-0.077	-0.136	0.182	-0.397	0.001	0.219	-0.056	-0.019	0.174	-0.172	-0.166
YOR345C	-1.174	-3.536	-0.612	-1.361	-0.508	0.018	-1.350	-0.808	-1.332	0.264	0.231	-0.274	-0.234	0.097	0.188	-0.318
YOR346W	-3.437	-6.802	-1.260	-4.173	-1.860	-0.440	-3.364	-2.129	-1.745	-0.250	0.210	-0.300	-0.096	0.112	-0.003	-1.020
YOR347C	-0.577	0.510	-0.703	-0.457	-0.184	-0.151	-0.075	0.333	-0.474	-0.323	0.276	-0.584	-0.360	0.258	-0.255	0.047
YOR348C	-0.342	0.500	-0.474	-0.390	0.008	-0.051	-0.087	0.492	-0.607	-0.197	0.166	-0.234	0.031	0.205	-0.242	0.237
YOR349W	-0.127	0.196	0.013	-0.253	0.232	0.177	0.010	0.423	-0.456	0.131	0.518	0.058	0.108	1.002	0.406	0.561
YOR350C	0.253	0.341	-0.281	0.184	-0.088	-0.120	0.288	0.109	-0.557	-0.084	0.093	-0.035	0.290	0.320	-0.121	0.008
YOR351C	0.105	0.325	-0.807	-0.244	-1.034	-0.671	0.101	0.273	0.026	-0.445	-0.182	-0.023	0.043	-0.038	-1.477	0.033
YOR352W	0.443	0.157	0.638	0.615	0.233	0.171	-0.006	0.106	0.468	-0.064	0.110	0.559	0.810	0.227	0.255	0.363
YOR354C	0.168	0.400	0.169	-0.088	0.495	0.384	0.274	-0.240	-0.200	0.352	0.305	0.054	-0.043	-0.305	0.052	-0.064
YOR355W	-0.592	-0.788	-0.153	-0.065	-0.333	-0.168	0.084	-0.497	0.410	-0.140	-0.056	-0.697	-0.066	0.258	-0.289	0.222
YOR356W	0.114	0.412	0.022	0.109	0.321	0.188	0.513	0.025	-0.081	0.019	0.147	-0.198	-0.392	0.240	0.096	-0.145
YOR357C	-0.020	0.514	-0.267	-0.115	-0.164	0.051	0.014	0.367	-0.084	0.119	0.161	-0.256	-0.175	0.060	0.151	0.046
YOR358W	-0.382	0.554	-0.519	-0.045	0.072	-0.195	0.119	0.641	-0.317	-0.277	0.482	-0.354	-0.086	0.043	0.019	-0.110
YOR359W	0.780	1.482	0.461	1.099	0.153	0.286	0.108	0.270	1.043	0.449	0.228	0.163	0.187	0.143	0.201	-0.029
YOR360C	-0.201	-1.308	-0.020	-1.081	0.124	-0.091	-0.249	-0.639	-0.141	-0.498	-1.558	-0.164	-0.199	-0.813	-0.038	-0.378
YOR363C	0.074	0.352	0.273	-0.085	0.187	0.621	0.099	0.195	0.086	-0.091	0.169	0.106	0.310	0.376	0.176	0.317
YOR364W	-0.020	0.236	0.337	0.135	-0.023	0.147	-0.697	0.079	-0.190	-0.006	-0.625	0.233	0.232	-0.225	0.216	-0.257
YOR365C	-0.068	0.649	-0.236	0.053	0.190	0.044	-0.113	0.520	-0.410	-0.034	0.133	-0.231	-0.174	0.154	0.203	-0.046
YOR366W	0.516	0.668	0.443	0.446	0.356	0.637	-0.141	-0.223	-0.027	0.535	0.313	0.368	0.491	0.075	0.184	0.977
YOR367W	-0.020	0.386	0.218	0.211	0.048	0.440	-0.103	-0.010	-0.089	0.256	0.146	0.063	0.252	0.284	0.246	0.110
YOR368W	0.465	-0.767	0.105	0.724	-1.749	-0.969	-0.956	-4.439	0.721	-0.458	-4.200	-0.120	-0.867	-4.223	-0.214	-0.430
YOR369C	0.360	0.035	-0.052	0.669	0.181	0.329	0.354	0.205	0.510	-0.023	0.426	0.315	0.355	0.072	0.234	0.143
YOR371C	0.467	-0.785	0.882	0.488	-0.051	0.418	0.029	-0.651	0.774	-0.129	-0.285	0.581	0.528	0.021	0.064	-0.013
YOR374W	-0.038	0.573	-0.069	0.210	-0.047	0.079	0.226	0.261	-0.114	0.127	0.322	-0.021	-0.035	0.245	0.189	0.067
YOR375C	-0.278	0.516	-0.510	-0.395	-0.134	0.165	0.045	0.319	-0.371	-0.118	0.470	-0.467	-0.319	0.115	-0.113	0.187
YOR376W	0.263	0.101	0.305	0.397	0.729	0.740	-0.027	0.149	0.455	0.509	0.237	0.462	0.464	0.254	0.585	0.625
YOR377W	-0.390	0.074	-0.576	-0.455	-0.213	-0.025	-0.159	-0.057	-0.373	-0.058	0.142	-0.393	-0.351	-0.072	-0.076	-0.338
YOR378W	-0.160	0.384	-0.394	-0.183	0.086	0.354	-0.018	0.010	-0.186	0.107	0.147	-0.369	-0.356	0.230	0.352	0.052
YOR379C	0.889	0.340	0.677	0.781	0.582	0.664	-0.018	-0.012	0.571	0.394	0.237	0.750	0.692	0.136	0.693	0.703
YOR380W	0.123	0.121	-0.130	0.156	-0.039	-0.027	-0.161	-0.040	0.200	-0.076	0.334	0.004	-0.028	0.316	0.094	0.476
YOR381W	-0.257	0.482	-0.449	-0.230	-0.187	-0.169	0.170	0.018	-0.446	-0.380	0.486	-0.306	-0.182	0.193	-0.231	-0.279
YOR382W	-0.097	0.383	-0.180	-0.025	0.029	0.079	-0.005	0.149	-0.170	0.105	0.373	-0.376	-0.246	0.194	0.364	0.072
YOR383C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YOR384W	0.001	0.617	-0.389	-0.446	-0.466	-0.101	0.124	0.127	-0.329	-0.284	0.196	0.061	-0.158	0.240	0.124	-0.295
YOR385W	-0.289	0.527	-0.299	0.336	-0.323	-0.167	-0.284	0.137	0.142	-0.473	0.179	0.221	0.076	0.244	0.231	0.092
YOR386W	-0.182	0.325	-0.426	-0.182	-0.339	-0.119	-0.197	-0.013	-0.140	-0.416	0.050	0.070	-0.111	0.040	0.052	0.070
YPL001W	0.121	0.267	0.083	0.274	0.052	0.066	-0.012	0.162	-0.115	-0.015	-0.017	-0.208	-0.047	0.174	0.007	0.136
YPL002C	-0.170	-0.959	-0.309	-0.786	0.228	0.149	0.582	0.804	-0.900	0.584	-0.223	-0.238	-0.029	-0.310	-1.483	-0.176
YPL003W	0.028	0.271	-0.054	0.020	0.357	0.324	-0.027	0.098	-0.134	0.085	0.039	-0.352	-0.796	-1.475	-0.589	-0.051
YPL004C	-0.045	-0.145	-0.143	-0.041	0.045	-0.124	0.317	-0.266	-0.113	-0.118	-0.213	-0.136	0.003	-0.059	-0.119	-0.186
YPL005W	0.691	-0.000	0.676	0.644	0.299	0.272	0.640	-0.000	0.383	0.475	-0.000	0.395	0.156	-0.000	0.684	0.913
YPL006W	-0.069	0.052	-0.172	-0.169	0.131	-0.090	0.499	0.236	-0.382	-0.037	0.228	-0.169	-0.170	0.170	-0.263	0.114
YPL008W	-1.306	-1.367	0.265	-1.294	-0.010	-0.435	-0.380	-0.884	0.184	-0.276	-0.573	-0.632	-1.186	-0.660	-1.238	-1.415
YPL009C	0.159	0.455	-0.907	0.109	-0.643	-0.715	0.243	0.227	0.059	-0.656	-0.011	-0.124	0.061	0.339	-1.327	-0.099
YPL013C	0.212	0.048	0.199	0.405	-0.243	-0.112	0.369	0.503	-0.634	0.179	0.498	0.098	0.114	0.383	-0.169	0.107
YPL014W	0.031	-0.545	-0.303	-0.077	0.198	-0.374	0.224	-0.020	-0.319	-0.062	-0.050	0.071	0.037	0.269	0.010	0.127
YPL015C	0.042	0.317	-0.035	0.047	0.198	0.037	0.136	0.348	-0.146	0.278	0.224	-0.069	-0.000	0.185	0.254	0.194
YPL017C	-0.334	-0.313	-0.036	-0.090	0.204	0.140	-0.288	0.037	0.030	-0.332	-0.692	0.594	0.263	-0.600	0.771	-0.147
YPL018W	0.589	-0.304	0.306	0.281	0.227	0.028	-0.142	-0.248	0.437	0.723	-0.207	0.765	0.858	0.153	0.221	0.014
YPL019C	0.050	-0.156	-0.295	0.095	-0.004	-0.149	-0.055	-0.146	-0.695	0.015	-0.079	-0.150	0.026	0.005	-0.122	-0.137
YPL021W	0.137	-0.485	-0.014	0.063	0.097	-0.463	0.110	0.260	-0.065	-0.044	-0.274	0.066	0.142	0.332	0.196	0.086
YPL022W	-3.975	-5.936	-1.333	-2.984	-6.068	-5.714	-5.500	-4.390	-2.097	0.095	-0.099	-0.484	-0.121	0.118	-0.360	-8.329
YPL023C	-0.099	-0.298	-0.262	-0.028	0.053	-0.344	0.026	0.157	-0.115	0.213	-0.001	-0.026	-0.080	0.488	0.199	-0.134
YPL024W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YPL025C	0.766	-0.190	0.437	0.455	0.729	0.485	0.155	-0.425	0.303	0.116	-0.093	0.697	0.383	0.006	-0.002	0.661
YPL026C	0.023	0.279	-0.042	0.232	-0.034	-0.352	0.225	0.260	0.170	0.192	0.302	0.017	-0.076	0.335	0.260	0.036
YPL027W	0.038	-0.446	-0.100	0.241	-0.391	-0.185	0.190	-0.420	-0.051	-0.495	-0.196	0.088	-0.170	0.108	-0.185	0.035
YPL029W	0.723	-0.000	1.111	0.309	0.503	0.266	0.839	-0.000	0.166	0.567	-0.000	0.511	0.424	-0.000	0.062	1.463
YPL030W	1.019	-0.604	1.255	1.137	0.549	0.433	0.155	-0.148	1.044	0.229	-0.027	1.040	0.729	-0.103	0.545	0.607
YPL031C	0.624	-0.530	0.534	1.401	-1.034	-0.908	0.499	-0.395	1.553	-1.001	-0.000	1.488	0.707	-0.000	-0.993	-0.150
YPL032C	0.573	0.175	0.686	0.669	0.337	0.352	0.228	0.199	0.571	0.328	0.234	0.396	0.182	0.143	0.693	-0.038
YPL033C	-0.089	0.198	-0.100	-0.061	-0.468	-0.173	0.242	0.390	-0.196	-0.451	-0.029	-0.210	-0.239	0.339	-0.432	0.223
YPL034W	0.026	0.112	0.134	0.137	0.443	0.483	-0.118	-0.279	-0.066	0.395	0.208	-0.099	0.045	0.083	0.428	-0.144
YPL035C	1.115	-0.049	1.101	1.142	0.228	0.501	-0.079	-0.079	1.013	0.023	-0.147	1.064	1.151	0.055	-0.021	0.540
YPL036W	0.003	0.385	-0.066	0.067	0.321	0.291	-0.023	0.219	0.051	0.430	0.043	-0.080	-0.159	0.030	0.422	-0.156
YPL037C	0.020	-0.090	0.071	-0.047	0.412	0.392	0.156	-0.463	-0.022	0.445	-0.021	0.115	0.048	0.065	0.068	-0.010
YPL038W	0.554	-0.062	0.503	0.350	0.120	0.422	-0.173	-0.061	-0.102	-0.008	-0.146	0.554	0.544	0.126	-0.153	0.456
YPL039W	-0.106	0.063	-0.019	0.088	0.153	0.140	0.363	0.115	-0.044	-0.003	0.180	-0.158	-0.098	0.125	-0.044	0.322
YPL040C	1.616	-0.000	1.568	1.281	0.360	0.131	0.695	-0.000	1.520	0.716	-0.000	1.077	0.566	-0.000	0.281	1.224
YPL041C	0.201	-0.269	0.193	0.217	-0.001	0.014	0.123	-0.188	0.077	-0.203	-0.034	-0.206	0.309	0.105	-0.355	-0.621
YPL042C	0.431	-1.026	0.584	-0.040	0.772	0.785	1.167	0.884	0.793	0.305	-0.002	0.361	0.542	-0.021	-1.304	0.083
YPL045W	-0.577	-0.000	0.307	-1.070	0.508	0.187	0.473	-0.000	0.529	0.390	-0.000	0.861	0.335	-0.000	0.451	0.394
YPL046C	-0.332	-0.647	-0.184	-0.337	-0.103	0.147	0.005	0.431	-0.563	0.056	0.107	-0.183	-0.018	0.077	0.062	-0.462
YPL047W	-0.764	-0.226	0.200	0.283	0.302	0.662	-0.262	-0.990	-0.899	-0.246	-0.032	-0.087	-0.166	-1.849	0.027	0.456
YPL048W	0.001	0.036	0.210	-0.139	0.349	0.309	0.202	0.091	-0.302	0.224	0.086	0.066	-0.102	0.212	0.182	0.057
YPL049C	-0.020	-1.185	0.217	0.093	0.219	0.021	-0.038	-0.380	-0.355	0.180	-0.202	0.078	-0.125	-0.128	0.369	0.165
YPL050C	-0.457	0.890	-0.227	-0.365	-0.384	-0.350	-0.666	0.876	-0.158	-0.548	-0.045	-0.310	-0.267	-0.247	-0.320	0.995
YPL051W	-0.039	0.127	-0.064	-0.176	0.032	0.167	0.059	-0.370	0.407	0.069	0.245	-0.071	-0.264	0.030	-0.327	0.091
YPL052W	0.635	0.191	0.719	0.741	0.376	0.696	0.291	0.260	0.774	0.016	-0.384	0.648	0.687	0.433	0.093	0.194
YPL053C	0.096	-0.329	0.056	0.143	0.155	0.424	0.145	-0.077	0.112	0.217	-0.082	0.001	0.224	0.137	-0.018	0.343
YPL054W	0.144	-0.148	-0.229	0.059	-0.409	-0.292	0.092	0.136	-0.186	-0.255	0.043	-0.159	-0.178	0.372	-0.296	0.381
YPL055C	0.552	-0.961	0.245	0.627	0.157	0.123	0.321	0.085	1.199	0.089	-0.593	0.642	0.614	-0.024	0.502	0.334
YPL056C	0.069	-0.026	-0.108	0.378	-0.084	-0.027	-0.179	0.306	0.156	0.214	0.169	0.075	0.134	0.299	0.088	0.246
YPL057C	-0.170	-0.668	-0.268	0.312	-0.080	-0.011	-0.179	0.348	0.336	0.101	0.289	-0.140	0.019	0.462	0.753	0.260
YPL058C	0.771	0.034	0.449	0.518	0.411	0.202	-0.030	-0.042	0.743	0.302	0.091	0.448	0.487	0.278	-0.056	0.019
YPL059W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YPL060W	-0.012	0.229	-0.126	0.272	0.121	0.102	0.168	0.172	-0.203	0.156	0.146	0.036	-0.094	0.077	0.276	0.106
YPL061W	0.209	-0.372	0.128	0.260	0.210	0.336	0.816	0.680	0.181	0.523	0.670	0.059	-0.121	0.304	0.784	1.129
YPL062W	0.566	0.190	0.444	0.557	0.188	0.443	0.640	0.362	0.155	0.353	0.496	0.296	0.186	-0.035	0.230	0.628
YPL064C	0.280	-0.406	0.278	0.076	0.110	-0.177	-0.114	0.138	-0.093	0.128	0.075	0.396	0.341	0.331	-0.196	0.112
YPL065W	-0.239	-0.488	-0.599	-0.537	0.056	-0.001	0.366	0.871	-1.142	0.039	-0.361	-0.605	-0.295	-0.815	-0.858	-0.254
YPL066W	-0.099	0.502	-0.100	-0.157	-0.140	-0.175	-0.435	0.189	-0.566	-0.270	0.019	-0.218	-0.136	-0.049	0.115	-0.242
YPL067C	-0.129	-0.304	-0.091	-0.230	0.060	-0.067	0.330	0.256	-0.273	-0.224	-0.196	-0.226	-0.282	0.121	0.055	0.164
YPL068C	0.651	-0.361	0.696	0.742	0.333	0.125	0.629	0.165	0.256	0.453	0.451	0.457	0.437	-0.058	0.352	0.590
YPL069C	2.166	-0.000	1.072	1.195	-0.027	0.303	1.978	-0.000	3.351	0.563	-0.000	0.035	0.263	-0.000	3.622	2.106
YPL070W	0.092	0.339	0.019	-0.037	-0.183	0.206	0.092	0.206	-0.433	-0.304	0.150	-0.256	-0.113	0.039	-0.002	-0.088
YPL071C	0.408	0.410	0.553	0.200	0.312	-0.011	0.408	0.112	-0.269	0.064	0.062	0.390	0.114	0.007	0.272	0.366
YPL072W	-0.035	0.128	0.005	0.075	-0.084	0.258	0.006	0.422	0.112	0.021	0.144	-0.039	0.001	0.393	0.357	0.352
YPL073C	0.129	0.216	0.365	0.361	0.274	0.552	0.074	-0.015	0.352	0.347	0.063	0.341	0.203	0.072	0.538	0.125
YPL074W	-0.007	0.406	-0.125	0.135	0.091	0.135	0.044	0.347	-0.183	0.221	0.258	-0.256	-0.185	0.198	0.342	0.042
YPL077C	-0.157	0.316	-0.071	-0.089	0.123	0.293	-0.105	0.287	0.015	0.106	0.303	-0.269	-0.231	0.182	0.051	0.160
YPL078C	0.248	-0.000	0.380	0.479	0.228	0.239	0.410	-0.000	0.577	0.388	-0.163	0.232	0.024	0.545	0.204	0.634
YPL079W	0.168	-0.838	0.151	0.241	0.186	0.324	-0.086	-0.617	0.351	-0.031	-1.313	-0.035	0.053	-0.789	0.017	0.178
YPL080C	0.634	-0.524	0.147	0.874	0.172	0.406	0.366	-0.313	0.941	0.254	-2.280	0.076	-0.069	-1.372	0.369	0.284
YPL081W	0.032	0.255	-0.197	0.004	0.241	0.267	-0.041	0.334	-0.105	0.121	0.276	-0.222	-0.142	0.176	0.416	0.001
YPL084W	0.032	0.885	-0.118	-0.161	-0.008	0.308	0.123	0.878	-0.317	-0.088	-0.212	-0.400	-0.362	0.065	-0.321	-0.487
YPL086C	0.193	0.316	0.092	0.246	-0.463	0.053	0.573	0.415	0.764	-0.018	-0.254	-0.051	0.235	0.123	-0.005	-0.129
YPL087W	-0.224	-0.065	-0.190	-0.112	0.007	0.077	0.041	0.049	-0.187	0.058	0.205	-0.336	-0.382	0.165	0.283	0.100
YPL088W	-0.179	0.297	-0.146	-0.066	0.078	0.107	0.032	0.311	-0.210	0.079	0.062	-0.261	-0.203	0.130	0.253	0.031
YPL089C	0.332	0.021	0.294	0.119	0.121	-0.022	-0.168	-0.310	-0.048	0.088	0.020	0.109	0.393	0.337	0.112	0.366
YPL090C	0.783	-0.000	0.235	0.438	0.406	0.137	0.319	-0.000	1.758	0.615	-0.000	0.376	0.012	-0.000	-0.253	0.916
YPL091W	-0.202	0.559	-0.486	-0.149	-0.539	-0.422	0.097	0.705	-0.204	-0.423	0.285	-0.302	-0.287	0.290	-1.960	-0.493
YPL092W	-0.461	0.508	-0.281	-0.242	-0.038	0.267	-0.226	0.306	-0.496	0.009	0.022	-0.434	-0.309	0.163	-0.093	-0.237
YPL095C	-0.419	0.388	-0.238	-0.451	-0.393	-0.094	-0.452	0.204	-0.505	-0.502	-0.057	-0.239	-0.336	0.231	-0.173	0.307
YPL096W	-0.010	0.168	-0.243	0.132	-0.424	-0.127	-0.120	-0.107	-0.371	-0.360	-0.035	0.123	0.428	-0.200	-0.513	0.194
YPL097W	-0.050	-0.000	0.566	0.217	0.140	-0.491	0.386	-0.000	0.099	0.122	-0.000	0.652	0.202	-0.000	0.356	0.828
YPL098C	-0.284	-0.171	-0.458	-0.363	-0.166	-0.338	0.458	-0.113	-0.724	-0.334	0.377	-0.105	0.063	0.300	-0.359	-0.014
YPL099C	-0.275	0.567	-0.155	-0.388	-0.141	0.067	-0.378	0.331	-0.566	-0.028	0.196	-0.172	-0.279	-0.122	0.261	-0.319
YPL100W	-0.194	0.487	-0.396	-0.219	-0.137	-0.049	-0.146	0.277	-0.142	-0.093	0.142	-0.400	-0.264	-0.082	0.018	0.004
YPL101W	0.164	-0.570	0.021	0.106	0.351	-0.099	0.830	-0.092	0.749	0.290	-0.000	0.546	0.390	-0.000	-0.104	0.786
YPL102C	-0.492	0.607	-0.081	-0.082	-0.296	0.092	0.485	0.274	0.457	-0.175	-0.034	-0.199	0.083	0.494	-0.225	0.113
YPL103C	-0.356	0.424	-0.518	-0.339	-0.065	-0.289	-0.033	0.135	-0.443	-0.371	-0.076	-0.321	0.040	0.062	-0.352	-0.091
YPL104W	0.179	0.653	0.197	0.162	0.250	-0.556	0.505	0.815	-0.185	0.074	-0.000	-0.366	0.081	-0.000	0.167	-0.419
YPL105C	-0.258	0.607	-0.291	-0.129	-0.051	-0.101	-0.389	0.172	-0.210	-0.185	-0.009	-0.395	-0.265	-0.193	-0.027	-0.223
YPL106C	1.072	-0.000	-0.010	0.198	0.341	0.031	1.102	-0.000	2.511	0.590	-0.000	1.188	0.279	-0.000	1.066	1.000
YPL107W	-0.462	0.479	-0.443	-0.649	0.129	-0.203	-0.265	0.256	-0.345	0.022	0.112	-0.424	-0.431	0.156	-0.265	-0.181
YPL108W	-0.231	0.497	-0.301	-0.256	-0.112	-0.052	-0.249	0.139	0.081	-0.107	-0.157	-0.153	0.178	0.079	-0.476	-0.260
YPL109C	-0.361	0.358	-0.486	-0.548	-0.066	-0.214	-0.624	0.235	-0.275	-0.190	-0.042	-0.077	-0.246	0.418	-0.242	0.028
YPL110C	-0.681	0.603	-0.348	-0.409	-0.389	-0.198	-0.387	0.275	-0.465	-0.385	-0.100	-0.510	-0.678	-0.056	-0.501	0.162
YPL111W	-0.511	0.654	-0.334	-0.456	-0.486	-0.462	-0.320	0.371	-0.573	-0.787	-0.070	-0.288	-0.129	0.058	-0.568	0.251
YPL112C	-0.256	0.386	-0.216	-0.325	0.055	-0.013	-0.424	0.253	-0.542	-0.166	0.310	-0.297	-0.293	-0.039	0.039	0.105
YPL113C	-0.302	0.366	-0.161	-0.058	-0.079	-0.053	-0.147	0.148	-0.172	-0.017	0.071	-0.199	-0.069	0.064	0.008	-0.186
YPL114W	-0.537	0.602	-0.636	-0.433	-0.142	-0.174	-0.153	0.381	-0.491	-0.170	0.157	-0.420	-0.235	0.114	-0.244	-0.308
YPL115C	-0.425	-0.046	-0.562	-0.522	-0.614	-0.262	-0.798	0.114	-1.006	-0.517	-0.357	-0.339	-0.453	-0.245	-0.433	-0.383
YPL116W	-0.252	0.600	-0.159	-0.159	-0.075	0.049	0.075	0.357	-0.144	0.016	0.275	-0.361	-0.293	0.019	0.417	0.122
YPL118W	0.246	-0.000	0.290	0.474	0.001	-0.265	0.809	-0.000	0.469	0.513	-0.000	0.213	-0.405	-0.000	-0.308	0.483
YPL119C	-0.158	0.519	-0.090	0.016	0.005	0.079	0.004	0.261	-0.122	0.048	0.126	-0.255	-0.142	0.143	0.213	-0.038
YPL120W	-0.155	0.741	-0.437	-0.576	-0.138	-0.066	0.112	0.380	-0.286	-0.345	0.162	-0.306	-0.197	-0.197	-0.071	-0.106
YPL121C	-0.391	0.439	-0.210	-0.476	0.115	0.024	-0.185	0.211	-0.449	0.059	0.009	-0.371	-0.215	0.045	0.062	-0.137
YPL123C	-0.005	0.595	0.058	0.021	0.263	0.189	0.057	0.267	-0.095	-0.042	-0.647	-0.062	0.050	-0.170	0.160	0.176
YPL125W	1.150	-0.000	0.422	1.496	0.512	0.178	0.826	-0.000	1.941	0.977	-0.000	0.967	0.496	-0.000	0.603	0.478
YPL127C	-0.426	0.565	-0.146	-0.342	0.130	-0.023	-0.121	0.076	-0.393	-0.122	-0.027	-0.304	-0.079	0.220	0.006	-0.012
YPL129W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YPL130W	-0.196	0.595	-0.140	-0.161	0.057	0.079	-0.274	0.323	-0.330	0.073	0.288	-0.186	-0.122	0.192	0.417	0.219
YPL132W	0.050	0.660	-0.238	0.075	-0.232	-0.025	-0.179	0.061	-0.732	-0.259	0.091	-0.059	-0.028	0.337	-0.297	-0.002
YPL133C	0.222	0.610	0.178	0.368	0.371	0.038	-0.078	-0.058	-0.006	0.316	-0.346	0.207	0.286	0.184	-0.013	0.040
YPL134C	-0.161	-0.049	-0.039	-0.321	0.023	-0.092	-0.099	-0.018	-0.006	0.003	-0.397	-0.068	-0.376	0.117	-0.287	-0.165
YPL135W	-0.201	0.562	-0.093	-0.233	-0.058	0.249	-0.109	0.323	-0.432	0.012	0.248	-0.282	-0.138	0.229	0.353	0.305
YPL136W	-0.113	0.915	-0.324	-0.245	0.034	-0.029	0.022	0.497	-0.684	-0.056	0.302	-0.348	-0.299	0.163	0.043	-0.151
YPL137C	0.112	0.560	0.033	0.281	-0.163	0.058	0.747	0.150	0.058	-0.042	0.080	-0.110	-0.184	-0.272	0.218	-0.253
YPL138C	-0.523	0.280	-0.398	-0.124	-0.049	0.113	-0.601	-0.022	-0.325	-0.292	-0.075	-0.509	-0.236	0.199	0.190	0.092
YPL139C	0.080	-0.052	-0.213	0.139	-0.380	0.036	-0.510	0.140	-0.751	-0.106	0.285	-0.117	-0.201	-0.045	0.310	-0.475
YPL140C	-0.290	0.328	-0.092	0.136	-0.189	-0.101	-0.429	0.274	-0.058	-0.181	-0.055	0.053	0.240	0.226	-0.331	0.240
YPL141C	-0.372	0.655	-0.144	-0.044	-0.095	-0.211	-0.135	0.398	0.023	-0.597	-0.122	0.016	0.026	0.290	-0.254	-0.116
YPL144W	-0.497	0.610	0.316	-0.035	-0.267	-0.426	-0.445	-0.066	-0.875	0.120	0.331	-0.016	-0.147	-0.135	-0.221	0.645
YPL145C	0.494	0.860	0.437	0.511	0.109	-0.139	-0.151	0.027	0.487	0.098	-0.168	0.331	0.416	-0.014	0.160	0.311
YPL147W	-0.150	0.646	-0.174	-0.307	-0.332	0.072	-0.041	0.238	-0.267	-0.165	0.040	-0.400	-0.190	-0.020	0.091	0.011
